ID_globale,ID_portale,Portale,Contratto,Quartiere,Indirizzo,Tipo_immobile,Prezzo_EUR,Superficie_mq,Prezzo_vendita_EUR_mq,Canone_affitto_EUR_mq_mese,Locali,Bagni,Piano,Stato,Segmento,Ascensore,Balcone,Terrazzo,Arredato,Cantina,Box_posto_auto,Data_pubblicazione_esatta,Ultimo_aggiornamento,Data_annuncio_visibile_o_proxy,Tipo_data_annuncio,Recenza_portale,Data_rilevazione,Qualita_dato,Nota_data,Classe_energetica,Esito_verifica_energia,Data_verifica_energia
181,81,Immobiliare.it,Vendita,Porta Romana,Via Lazzaro Papi 10,Bilocale,589000,102,5774.509803921569,,2,1,1,Buono,Standard,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
182,82,Immobiliare.it,Vendita,Porta Romana,Viale Monte Nero,Bilocale,298000,45,6622.222222222223,,2,1,5,Da personalizzare,Standard,Sì,No,No,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
183,83,Immobiliare.it,Vendita,Porta Romana,Via Altaguardia 17,Loft,320000,45,7111.111111111111,,2,1,R,Nuovo / ristrutturato,Standard,Sì,No,No,Sì,Sì,N/D,N/D,2026-07-20,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
184,84,Immobiliare.it,Vendita,Porta Romana,Via Gaetana Agnesi 2,Bilocale,450000,55,8181.818181818182,,2,1,2,Ottimo / ristrutturato,Lusso,Sì,Sì,No,Parzialmente,Sì,N/D,N/D,2026-06-24,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
185,85,Immobiliare.it,Vendita,Porta Romana,Via Lodovico Muratori 54,Bilocale,353000,47,7510.63829787234,,2,1,7,Da personalizzare / piccola ristrutturazione,Standard,Sì,Sì,No,Parzialmente,N/D,N/D,N/D,2026-08-23,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
186,86,Immobiliare.it,Affitto,Brera,Via Brera,Quadrilocale,7500,190,,39.473684210526315,4,3,1,Ristrutturato a nuovo,Lusso,Sì,No,No,Parzialmente,N/D,N/D,N/D,2026-06-22,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,In attesa di certificazione,2026-09-05
187,87,Immobiliare.it,Affitto,Brera,Via Ciovasso 19,Bilocale,2900,65,,44.61538461538461,2,1,2,Ottimo,Lusso,No,No,No,Sì,N/D,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
188,88,Immobiliare.it,Affitto,Brera,Via Pontaccio 2,Bilocale,1800,51,,35.294117647058826,2,1,2,Ottimo,Standard,No,No,No,Sì,N/D,N/D,N/D,2026-08-08,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
189,89,Immobiliare.it,Affitto,Brera,Piazza San Marco,Trilocale,2250,65,,34.61538461538461,3,2,3,Ristrutturato,Lusso,Sì,No,Sì,Parzialmente,N/D,Sì,N/D,2026-07-23,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
190,90,Immobiliare.it,Affitto,Brera,Via Ponte Vetero,Bilocale,2500,50,,50,2,1,2,Ottimo,Lusso,No,No,No,Sì,N/D,N/D,N/D,2026-09-03,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
191,91,Immobiliare.it,Affitto,Brera,Via Borgonuovo 27,Bilocale,3650,102,,35.78431372549019,2,2,4,Ottimo,Lusso,Sì,Sì,Sì,Solo cucina,Sì,N/D,N/D,2026-09-03,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
192,92,Immobiliare.it,Affitto,Brera,Borgonuovo 19,Quadrilocale,6250,146,,42.80821917808219,4,2,3,Ristrutturato,Lusso,Sì,No,Sì,Sì,N/D,N/D,N/D,2026-07-23,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
193,93,Immobiliare.it,Affitto,Brera,Via Borgonuovo,Bilocale,4000,112,,35.714285714285715,2,2,1,Ottimo / ristrutturato,Lusso,Sì,Sì,Sì,Sì,N/D,N/D,N/D,2025-12-09,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
194,94,Immobiliare.it,Affitto,Porta Romana,Viale Isonzo 28,Trilocale,1300,68,,19.11764705882353,3,1,2,Buono,Standard,N/D,Sì,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
195,95,Immobiliare.it,Affitto,Porta Romana / Crocetta,Viale Angelo Filippetti 33,Trilocale,2000,104,,19.23076923076923,3,2,3,Buono,Standard,Sì,Sì,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
196,96,Immobiliare.it,Affitto,Porta Romana / Montenero,Via Emilio Morosini 40,Quadrilocale,2500,131,,19.083969465648856,4,2,N/D,Ristrutturato,Standard,Sì,Sì,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
197,97,Immobiliare.it,Affitto,Porta Romana,Via Piacenza,Bilocale,1300,40,,32.5,2,1,3,Ristrutturato,Standard,N/D,Sì,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
198,98,Immobiliare.it,Affitto,Porta Romana / Cadore,Via Morosini 31,Bilocale,1600,91,,17.582417582417584,2,1,Ultimo,Buono,Standard,N/D,Sì,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
199,99,Immobiliare.it,Affitto,Porta Romana / Cadore,Piazzale Libia 20,Monolocale,850,39,,21.794871794871796,1,1,R,Ristrutturato,Standard,Sì,No,No,Sì,N/D,N/D,N/D,2026-07-21,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
200,100,Immobiliare.it,Affitto,Porta Romana,Viale Monte Nero 22,Trilocale,1350,45,,30,3,1,5,Ottimo / ristrutturato,Standard,Sì,No,No,Sì,N/D,N/D,N/D,2026-06-25,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
